字段代码,字段(大写),中文名,参数,来源
stmnote_bank_730,STMNOTE_BANK_730,不良贷款率_总计,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_731,STMNOTE_BANK_731,贷款平均收益率_企业贷款及垫款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_732,STMNOTE_BANK_732,贷款平均收益率_个人贷款及垫款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_733,STMNOTE_BANK_733,贷款平均收益率_票据贴现,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_734,STMNOTE_BANK_734,贷款平均收益率_个人住房贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_735,STMNOTE_BANK_735,贷款平均收益率_个人消费贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_736,STMNOTE_BANK_736,贷款平均收益率_信用卡应收账款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_737,STMNOTE_BANK_737,贷款平均收益率_经营性贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_738,STMNOTE_BANK_738,贷款平均收益率_汽车贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_739,STMNOTE_BANK_739,贷款平均收益率_其他个人贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_741,STMNOTE_BANK_741,贷款余额_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_742,STMNOTE_BANK_742,贷款余额_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_743,STMNOTE_BANK_743,贷款余额_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_744,STMNOTE_BANK_744,贷款余额_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_751,STMNOTE_BANK_751,不良贷款余额_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_752,STMNOTE_BANK_752,不良贷款余额_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_753,STMNOTE_BANK_753,不良贷款余额_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_754,STMNOTE_BANK_754,不良贷款余额_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_761,STMNOTE_BANK_761,不良贷款率_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_762,STMNOTE_BANK_762,不良贷款率_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_763,STMNOTE_BANK_763,不良贷款率_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_764,STMNOTE_BANK_764,不良贷款率_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_771,STMNOTE_BANK_771,贷款平均余额_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_772,STMNOTE_BANK_772,贷款平均余额_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_773,STMNOTE_BANK_773,贷款平均余额_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_774,STMNOTE_BANK_774,贷款平均余额_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_781,STMNOTE_BANK_781,贷款利息收入_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_781210,STMNOTE_BANK_781210,银行信息科技投入,REPORTDATE,xla去前缀变体
stmnote_bank_782,STMNOTE_BANK_782,贷款利息收入_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_783,STMNOTE_BANK_783,贷款利息收入_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_784,STMNOTE_BANK_784,贷款利息收入_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_791,STMNOTE_BANK_791,贷款平均收益率_信用贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_792,STMNOTE_BANK_792,贷款平均收益率_保证贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_793,STMNOTE_BANK_793,贷款平均收益率_抵押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_794,STMNOTE_BANK_794,贷款平均收益率_质押贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_801,STMNOTE_BANK_801,贷款余额_短期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_802,STMNOTE_BANK_802,贷款余额_中长期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_811,STMNOTE_BANK_811,不良贷款余额_短期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_812,STMNOTE_BANK_812,不良贷款余额_中长期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_821,STMNOTE_BANK_821,不良贷款率_短期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_822,STMNOTE_BANK_822,不良贷款率_中长期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_841,STMNOTE_BANK_841,贷款利息收入_短期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_842,STMNOTE_BANK_842,贷款利息收入_中长期贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_850,STMNOTE_BANK_850,贷款余额_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_851,STMNOTE_BANK_851,不良贷款余额_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_852,STMNOTE_BANK_852,不良贷款率_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_853,STMNOTE_BANK_853,贷款平均余额_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_854,STMNOTE_BANK_854,贷款利息收入_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_855,STMNOTE_BANK_855,贷款平均收益率_中长期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_856,STMNOTE_BANK_856,贷款余额_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_857,STMNOTE_BANK_857,不良贷款余额_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_858,STMNOTE_BANK_858,不良贷款率_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_859,STMNOTE_BANK_859,贷款平均余额_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_860,STMNOTE_BANK_860,贷款利息收入_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_861,STMNOTE_BANK_861,贷款平均收益率_短期公司类贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_9501,STMNOTE_BANK_9501,正常-迁徙率,REPORTDATE,xla去前缀变体
stmnote_bank_9502,STMNOTE_BANK_9502,关注-迁徙率,REPORTDATE,xla去前缀变体
stmnote_bank_9503,STMNOTE_BANK_9503,次级-迁徙率,REPORTDATE,xla去前缀变体
stmnote_bank_9504,STMNOTE_BANK_9504,可疑-迁徙率,REPORTDATE,xla去前缀变体
stmnote_bank_9506,STMNOTE_BANK_9506,正常-占贷款总额比,REPORTDATE,xla去前缀变体
stmnote_bank_9507,STMNOTE_BANK_9507,关注-占贷款总额比,REPORTDATE,xla去前缀变体
stmnote_bank_9508,STMNOTE_BANK_9508,次级-占贷款总额比,REPORTDATE,xla去前缀变体
stmnote_bank_9509,STMNOTE_BANK_9509,可疑-占贷款总额比,REPORTDATE,xla去前缀变体
stmnote_bank_9510,STMNOTE_BANK_9510,损失-占贷款总额比,REPORTDATE,xla去前缀变体
stmnote_bank_alb,STMNOTE_BANK_ALB,调整后表内外资产余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ar,STMNOTE_BANK_AR,贷款损失准备充足率,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_asf,STMNOTE_BANK_ASF,可用的稳定资金,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_assetliqratio,STMNOTE_BANK_ASSETLIQRATIO,短期资产流动性比率(本外币),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_aucd,STMNOTE_BANK_AUCD,托管资产(国内系统重要性指标),REPORTDATE,xla去前缀变体
stmnote_bank_aucg,STMNOTE_BANK_AUCG,托管资产(全球系统重要性指标),REPORTDATE,xla去前缀变体
stmnote_bank_capadequacyratio,STMNOTE_BANK_CAPADEQUACYRATIO,资本充足率(2013),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_capadequacyratio_ct1,STMNOTE_BANK_CAPADEQUACYRATIO_CT1,核心一级资本充足率(2013),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_capadequacyratio_t1,STMNOTE_BANK_CAPADEQUACYRATIO_T1,一级资本充足率(2013),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_coretier1cap,STMNOTE_BANK_CORETIER1CAP,核心一级资本净额(2013),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ibasst,STMNOTE_BANK_IBASST,同业资产,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ibasstpct,STMNOTE_BANK_IBASSTPCT,同业资产占比,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ibliabty,STMNOTE_BANK_IBLIABTY,同业负债,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ibliabtypct,STMNOTE_BANK_IBLIABTYPCT,同业负债占比,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_impair,STMNOTE_BANK_IMPAIR,计提减值准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_ldr,STMNOTE_BANK_LDR,贷款逾期率,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_netequitycap,STMNOTE_BANK_NETEQUITYCAP,资本净额(2013),REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_rl,STMNOTE_BANK_RL,已重组贷款,REPORTDATE、TYPE,xla去前缀变体
stmnote_bank_rsf,STMNOTE_BANK_RSF,所需的稳定资金,REPORTDATE、TYPE,xla去前缀变体
stmnote_dpst_4406,STMNOTE_DPST_4406,美元存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4407,STMNOTE_DPST_4407,日元存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4408,STMNOTE_DPST_4408,欧元存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4409,STMNOTE_DPST_4409,港币存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4410,STMNOTE_DPST_4410,英镑存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4411,STMNOTE_DPST_4411,其他货币存款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_dpst_4412,STMNOTE_DPST_4412,银行存款合计,REPORTDATE,xla去前缀变体
stmnote_eduandunionfunds_add,STMNOTE_EDUANDUNIONFUNDS_ADD,工会经费和职工教育经费:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_eduandunionfunds_de,STMNOTE_EDUANDUNIONFUNDS_DE,工会经费和职工教育经费:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_eduandunionfunds_eb,STMNOTE_EDUANDUNIONFUNDS_EB,工会经费和职工教育经费:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_eduandunionfunds_sb,STMNOTE_EDUANDUNIONFUNDS_SB,工会经费和职工教育经费:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplinjuryins_add,STMNOTE_EMPLINJURYINS_ADD,工伤保险费:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplinjuryins_de,STMNOTE_EMPLINJURYINS_DE,工伤保险费:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplinjuryins_eb,STMNOTE_EMPLINJURYINS_EB,工伤保险费:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplinjuryins_sb,STMNOTE_EMPLINJURYINS_SB,工伤保险费:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplpayable_add,STMNOTE_EMPLPAYABLE_ADD,应付职工薪酬合计:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplpayable_de,STMNOTE_EMPLPAYABLE_DE,应付职工薪酬合计:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplpayable_eb,STMNOTE_EMPLPAYABLE_EB,应付职工薪酬合计:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_emplpayable_sb,STMNOTE_EMPLPAYABLE_SB,应付职工薪酬合计:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_10,STMNOTE_EOITEMS_10,企业合并产生的损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_11,STMNOTE_EOITEMS_11,非货币性资产交换损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_12,STMNOTE_EOITEMS_12,委托投资损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_13,STMNOTE_EOITEMS_13,资产减值准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_14,STMNOTE_EOITEMS_14,债务重组损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_15,STMNOTE_EOITEMS_15,企业重组费用,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_16,STMNOTE_EOITEMS_16,交易产生的损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_17,STMNOTE_EOITEMS_17,同一控制下企业合并产生的子公司当期净损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_18,STMNOTE_EOITEMS_18,预计负债产生的损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_19,STMNOTE_EOITEMS_19,其他营业外收支净额,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_20,STMNOTE_EOITEMS_20,中国证监会认定的其他项目,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_21,STMNOTE_EOITEMS_21,非经常性损益项目小计,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_22,STMNOTE_EOITEMS_22,所得税影响数,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_23,STMNOTE_EOITEMS_23,少数股东损益影响数,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_24,STMNOTE_EOITEMS_24,非经常性损益项目合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_28,STMNOTE_EOITEMS_28,持有(或处置)交易性金融资产和负债产生的公允价值变动损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_29,STMNOTE_EOITEMS_29,单独进行监制测试的应收款项减值准备转回,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_30,STMNOTE_EOITEMS_30,对外委托贷款取得的收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_31,STMNOTE_EOITEMS_31,公允价值法计量的投资性房地产价值变动损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_32,STMNOTE_EOITEMS_32,法规要求一次性损益调整影响,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_33,STMNOTE_EOITEMS_33,受托经营取得的托管费收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_6,STMNOTE_EOITEMS_6,非流动资产处置损益,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_7,STMNOTE_EOITEMS_7,税收返还、减免,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_8,STMNOTE_EOITEMS_8,政府补助,REPORTDATE、TYPE,xla去前缀变体
stmnote_eoitems_9,STMNOTE_EOITEMS_9,资金占用费,REPORTDATE、TYPE,xla去前缀变体
stmnote_faaviableforsale_0001,STMNOTE_FAAVIABLEFORSALE_0001,可供出售金融资产:产生的利得/(损失),REPORTDATE、TYPE,xla去前缀变体
stmnote_faaviableforsale_0002,STMNOTE_FAAVIABLEFORSALE_0002,可供出售金融资产:产生的所得税影响,REPORTDATE、TYPE,xla去前缀变体
stmnote_faaviableforsale_0003,STMNOTE_FAAVIABLEFORSALE_0003,可供出售金融资产:前期计入其他综合收益当期转入损益的金额,REPORTDATE、TYPE,xla去前缀变体
stmnote_faaviableforsale_0004,STMNOTE_FAAVIABLEFORSALE_0004,可供出售金融资产公允价值变动,REPORTDATE、TYPE,xla去前缀变体
stmnote_fahb,STMNOTE_FAHB,固定资产-房屋及建筑物-原值,REPORTDATE、TYPE,xla去前缀变体
stmnote_fame,STMNOTE_FAME,固定资产-机器设备-原值,REPORTDATE、TYPE,xla去前缀变体
stmnote_fao,STMNOTE_FAO,固定资产-其他-原值,REPORTDATE、TYPE,xla去前缀变体
stmnote_fate,STMNOTE_FATE,固定资产-运输工具-原值,REPORTDATE、TYPE,xla去前缀变体
stmnote_finexp_13,STMNOTE_FINEXP_13,利息资本化金额,DATE,xla原码
stmnote_franchiseright,STMNOTE_FRANCHISERIGHT,特许经营权_账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_goodwillbv,STMNOTE_GOODWILLBV,商誉-账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_goodwilldetail,STMNOTE_GOODWILLDETAIL,商誉-账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_goodwillimpairment,STMNOTE_GOODWILLIMPAIRMENT,商誉-减值准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_guarantee_1,STMNOTE_GUARANTEE_1,担保发生额合计,REPORTDATE,xla去前缀变体
stmnote_guarantee_2,STMNOTE_GUARANTEE_2,担保余额合计,REPORTDATE,xla去前缀变体
stmnote_guarantee_3,STMNOTE_GUARANTEE_3,关联担保余额合计,REPORTDATE,xla去前缀变体
stmnote_guarantee_4,STMNOTE_GUARANTEE_4,对控股子公司担保发生额合计,REPORTDATE,xla去前缀变体
stmnote_guarantee_5,STMNOTE_GUARANTEE_5,违规担保总额,REPORTDATE,xla去前缀变体
stmnote_guarantee_6,STMNOTE_GUARANTEE_6,担保总额占净资产比例,REPORTDATE,xla去前缀变体
stmnote_housingfund_add,STMNOTE_HOUSINGFUND_ADD,住房公积金:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_housingfund_de,STMNOTE_HOUSINGFUND_DE,住房公积金:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_housingfund_eb,STMNOTE_HOUSINGFUND_EB,住房公积金:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_housingfund_sb,STMNOTE_HOUSINGFUND_SB,住房公积金:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_ieaibl_1,STMNOTE_IEAIBL_1,存放中央银行款项-平均利率,REPORTDATE、TYPE,xla去前缀变体
stmnote_ieaibl_2,STMNOTE_IEAIBL_2,存拆放同业及其他金融机构-平均利率,REPORTDATE、TYPE,xla去前缀变体
stmnote_ieaibl_3,STMNOTE_IEAIBL_3,金融投资-平均利率,REPORTDATE、TYPE,xla去前缀变体
stmnote_ieaibl_4,STMNOTE_IEAIBL_4,同业和其他金融机构存放款项-平均利率,REPORTDATE、TYPE,xla去前缀变体
stmnote_ieaibl_5,STMNOTE_IEAIBL_5,应付债券-平均利率,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_1,STMNOTE_IMPAIRMENTLOSS_1,长期股权投资减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_10,STMNOTE_IMPAIRMENTLOSS_10,固定资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_11,STMNOTE_IMPAIRMENTLOSS_11,无形资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_12,STMNOTE_IMPAIRMENTLOSS_12,使用权资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_13,STMNOTE_IMPAIRMENTLOSS_13,生产性生物资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_14,STMNOTE_IMPAIRMENTLOSS_14,油气资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_15,STMNOTE_IMPAIRMENTLOSS_15,资产减值损失-其他,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_17,STMNOTE_IMPAIRMENTLOSS_17,投资性房地产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_18,STMNOTE_IMPAIRMENTLOSS_18,买入返售金融资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_19,STMNOTE_IMPAIRMENTLOSS_19,贷款减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_2,STMNOTE_IMPAIRMENTLOSS_2,工程物资减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_20,STMNOTE_IMPAIRMENTLOSS_20,融出资金减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_21,STMNOTE_IMPAIRMENTLOSS_21,应收款项类投资减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_22,STMNOTE_IMPAIRMENTLOSS_22,抵债资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_23,STMNOTE_IMPAIRMENTLOSS_23,合同资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_3,STMNOTE_IMPAIRMENTLOSS_3,在建工程减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_4,STMNOTE_IMPAIRMENTLOSS_4,坏账损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_5,STMNOTE_IMPAIRMENTLOSS_5,存货跌价损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_6,STMNOTE_IMPAIRMENTLOSS_6,商誉减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_7,STMNOTE_IMPAIRMENTLOSS_7,发放贷款和垫款减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_8,STMNOTE_IMPAIRMENTLOSS_8,可供出售金融资产减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_9,STMNOTE_IMPAIRMENTLOSS_9,持有至到期投资减值损失,REPORTDATE、TYPE,xla去前缀变体
stmnote_impairmentloss_total,STMNOTE_IMPAIRMENTLOSS_TOTAL,资产减值损失-合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_inaudit_agency,STMNOTE_INAUDIT_AGENCY,内控_审计单位,REPORTDATE,xla去前缀变体
stmnote_inaudit_category,STMNOTE_INAUDIT_CATEGORY,内控_审计意见类别,REPORTDATE,xla去前缀变体
stmnote_inaudit_cost,STMNOTE_INAUDIT_COST,内控_审计费用,REPORTDATE、Zone,xla去前缀变体
stmnote_inaudit_cpa,STMNOTE_INAUDIT_CPA,内控_签字审计师,REPORTDATE,xla去前缀变体
stmnote_inaudit_interpretation,STMNOTE_INAUDIT_INTERPRETATION,内控_审计结果说明,REPORTDATE,xla去前缀变体
stmnote_inaudit_issuingdate,STMNOTE_INAUDIT_ISSUINGDATE,内控报告披露日期,REPORTDATE,xla去前缀变体
stmnote_incometax_0,STMNOTE_INCOMETAX_0,当期所得税,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_1,STMNOTE_INCOMETAX_1,当期所得税:中国大陆,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_2,STMNOTE_INCOMETAX_2,当期所得税:中国香港,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_3,STMNOTE_INCOMETAX_3,当期所得税:其他境外,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_4,STMNOTE_INCOMETAX_4,以前年度所得税调整,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_5,STMNOTE_INCOMETAX_5,递延所得税,REPORTDATE、TYPE,xla去前缀变体
stmnote_incometax_6,STMNOTE_INCOMETAX_6,所得税费用合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_increaseofsurplus,STMNOTE_INCREASEOFSURPLUS,法定盈本期增加值,REPORTDATE、TYPE,xla去前缀变体
stmnote_initialsurplus,STMNOTE_INITIALSURPLUS,法定盈余期初值,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_1,STMNOTE_INSUR_1,保单继续率(13个月),REPORTDATE,xla去前缀变体
stmnote_insur_10,STMNOTE_INSUR_10,赔付率(产险),REPORTDATE,xla去前缀变体
stmnote_insur_11,STMNOTE_INSUR_11,费用率(产险),REPORTDATE,xla去前缀变体
stmnote_insur_12,STMNOTE_INSUR_12,偿付能力充足率(产险),REPORTDATE,xla去前缀变体
stmnote_insur_13,STMNOTE_INSUR_13,实际资本(产险),REPORTDATE,xla去前缀变体
stmnote_insur_13n,STMNOTE_INSUR_13N,实际资本(产险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_14,STMNOTE_INSUR_14,最低资本(产险),REPORTDATE,xla去前缀变体
stmnote_insur_14n,STMNOTE_INSUR_14N,最低资本(产险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_15,STMNOTE_INSUR_15,偿付能力充足率(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_16,STMNOTE_INSUR_16,内含价值(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_16n,STMNOTE_INSUR_16N,内含价值(寿险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_17,STMNOTE_INSUR_17,新业务价值(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_17n,STMNOTE_INSUR_17N,新业务价值(寿险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_18,STMNOTE_INSUR_18,有效业务价值(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_18n,STMNOTE_INSUR_18N,有效业务价值(寿险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_19,STMNOTE_INSUR_19,实际资本(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_195834,STMNOTE_INSUR_195834,综合投资收益率,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_195835,STMNOTE_INSUR_195835,综合成本率,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_195836,STMNOTE_INSUR_195836,综合费用率,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_195837,STMNOTE_INSUR_195837,综合赔付率,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_195838,STMNOTE_INSUR_195838,签单保费,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_195839,STMNOTE_INSUR_195839,车险签单保费,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_19n,STMNOTE_INSUR_19N,实际资本(寿险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_2,STMNOTE_INSUR_2,保单继续率(14个月),REPORTDATE,xla去前缀变体
stmnote_insur_20,STMNOTE_INSUR_20,最低资本(寿险),REPORTDATE,xla去前缀变体
stmnote_insur_20n,STMNOTE_INSUR_20N,最低资本(寿险),REPORTDATE、TYPE、CURTYPE,xla去前缀变体
stmnote_insur_21,STMNOTE_INSUR_21,新业务价值率(寿险),REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_3,STMNOTE_INSUR_3,保单继续率(25个月),REPORTDATE,xla去前缀变体
stmnote_insur_30n,STMNOTE_INSUR_30N,集团内含价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_4,STMNOTE_INSUR_4,保单继续率(26个月),REPORTDATE,xla去前缀变体
stmnote_insur_5,STMNOTE_INSUR_5,净投资收益率,REPORTDATE,xla去前缀变体
stmnote_insur_6,STMNOTE_INSUR_6,总投资收益率,REPORTDATE,xla去前缀变体
stmnote_insur_7,STMNOTE_INSUR_7,评估利率假设：风险贴现率,REPORTDATE,xla去前缀变体
stmnote_insur_7801,STMNOTE_INSUR_7801,定期存款,REPORTDATE,xla去前缀变体
stmnote_insur_7802,STMNOTE_INSUR_7802,债券投资,REPORTDATE,xla去前缀变体
